ID,Name,Category,Conformity,Laenderkennung,Declaration owner,Registrierungsnummer,Bezugsgroesse,Reference,Flaechengewicht (kg/m2),Density (kg/m3),Schichtdicke (m),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,GWPtotal (A1),GWPtotal (A1-A3),GWPtotal (A2),GWPtotal (A3),GWPtotal (A4),GWPtotal (A5),GWPtotal (B1),GWPtotal (B2),GWPtotal (B3),GWPtotal (B4),GWPtotal (B5),GWPtotal (B6),GWPtotal (B7),GWPtotal (C1),GWPtotal (C2),GWPtotal (C3),GWPtotal (C4),GWPbiogenic,GWPfossil,GWPtotal
bc3826fe-b0e7-49f4-a037-24da26c3705b,Escalator basic component (dependent on lifting height),'Gebäudetechnik' / 'Beförderung' / 'Fahrtreppe','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,pcs.,,,,,,,,,2536.458861,,,,,,,,,,,,,9.3450295,24.9322139,2.5348936,-7.8560342,2578.9220213,2573.270998
a81cb40d-1453-4670-a247-6a368ac63556,Escalator basic component (independent of lifting height),'Gebäudetechnik' / 'Beförderung' / 'Fahrtreppe','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,pcs.,,,,,,,,,12362.3209957,,,,,,,,,,,,,48.3202855,80.6706092,13.656792,13.91619,12482.1348419,12504.9686824
da3bb9b5-ffef-4b54-8559-bb3a4b05af70,Eurospan Raw Chipboard,'Holz' / 'Holzwerkstoffe' / 'Spanplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fritz EGGER GmbH & Co. OG,EPD-EGG-20200249-IBC2-DE,1,m3,,655.0,,,,,,,-867.7749236,,,,,,,,,,,,0.0,2.0853654,1025.1076789,0.0,4.8029755,154.3437844,159.4181207
6abf619b-9e1e-4c1d-996b-0458137d3303,Excavator 100kW,'Sonstige' / 'Baustellenprozesse' / 'Bagger/Aushub','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,,,,,,,,,,,,1.3727043,,,,,,,,,,,,-0.0315964,1.3788562,1.3727043
0e4230ed-86d7-4230-bba1-1ab3dd05b09b,Excavator15 kW,'Sonstige' / 'Baustellenprozesse' / 'Bagger/Aushub','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,,,,,,,,,,,,1.3682069,,,,,,,,,,,,-0.030097,1.3731961,1.3682069
205b761d-e344-49c3-a3a9-bb1bfd59b916,Expanded Polystyrene (EPS) Foam Insulation (density 15 kg/m³),'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS weiß','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220129-CBG1-DE,1,m3,,15.0,,,,,,,46.99,,,,0.591,,,,,,,,0.0,0.0453,50.4,0.0,0.245348,97.7739,98.0263
757297f1-9325-4df4-af51-96510be76bf3,Expanded Polystyrene (EPS) Foam Insulation (density 20 kg/m³),'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS weiß','DIN EN 15804+A2' / 'ISO 14025',DE,Bundesfachabteilung Qualitätssicherung EPS-Hartschaum BFA QS EPS,EPD-IVH-20220130-CBG1-DE,1,m3,,20.0,,,,,,,59.806,,,,0.39,,,,,,,,0.0,0.0604,67.2,0.0,0.320681,127.1928,127.4564
cb582d00-b984-4bb8-ab2e-5302678a721d,Expanded Polystyrene (EPS) Foam Insulation (density 25 kg/m³),'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS weiß','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220131-CBG1-DE,1,m3,,25.0,,,,,,,77.448,,,,0.501,,,,,,,,0.0,0.0756,84.0,0.0,0.381473,161.5838,162.0246
4e83c488-bb36-40b0-bfd4-b2aa7f1c0f04,Expanded Polystyrene (EPS) Foam Insulation (density 30 kg/m³),'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS weiß','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220132-CBG1-DE,1,m3,,30.0,,,,,,,87.74,,,,0.571,,,,,,,,0.0,0.0907,101.0,0.0,0.489357,188.9088,189.4017
bd7ae84e-54c4-4dee-bf0e-8c22cecbcf75,"Expanded Polystyrene (EPS) Foam Insulation (grey, density 15 kg/m³)",'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220127-CBG1-DE,1,m3,,15.0,,,,,,,58.61,,,,0.379,,,,,,,,0.0,0.0453,50.4,0.0,0.261343,109.1109,109.4343
30452630-b12d-43bf-b140-58e0db0ba549,"Expanded Polystyrene (EPS) Foam Insulation (grey, density 20 to 25 kg/m³)",'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau','DIN EN 15804+A2' / 'ISO 14025',DE,"Industrieverband Hartschaum e.V., IVH",EPD-IVH-20220128-CBG1-DE,1,m3,,20.94,,,,,,,76.727,,,,0.424,,,,,,,,0.0,0.0633,70.3,0.0,0.315527,147.1527,147.5143
5c400482-2153-45e8-a4d2-e10a9338909b,Expanded clay concrete block inner wall,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Leichtbeton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,701.0,,,,,,,235.2474292,,,,,,,,,,,,0.2114978,2.9820636,4.9724835,,0.2893139,242.6288521,243.4134741
23fc083c-960d-4d31-a509-f383e01c3179,Expanded clay concrete block outer wall,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Leichtbeton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,501.0,,,,,,,191.5281413,,,,,,,,,,,,0.1510698,2.1300454,3.5517739,,-1.3925918,198.3584914,197.3610305
67c9d57a-872a-4614-8be8-37ecaf9952e4,Expanded clay granulate,'Mineralische Baustoffe' / 'Zuschläge' / 'Blähton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,0.3693306,,,,,,,,,,,,,,,,0.0008454,0.3682503,0.3693306
1c681356-2541-43e7-b1d4-9c4d0a936a08,Expanded clay hollow concrete block partition wall,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Leichtbeton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1601.0,,,,,,,422.242746,,,,,,,,,,,,0.4834235,6.8161453,11.3656766,,0.0618851,440.0645686,440.9079913
fdbe82c6-7073-4f8c-a540-c37a6bf16cd6,Expanded cork,'Dämmstoffe' / 'Expandierter Kork' / 'Expandierter Kork','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,80.0,,,,,,,-85.0816545,,,,,,,,,,,,,0.2971202,128.3212537,,0.1540325,42.9661847,43.5367194
dad163a2-a15b-48e0-a763-6142445b5d42,Expanded glass granulate,'Mineralische Baustoffe' / 'Zuschläge' / 'Blähglas','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,0.3077436,,,,,,,,,,,,,,,,-0.0625785,0.3692425,0.3077436
5d087386-ed6b-4786-b37b-87164384927b,Expanded perlite insulation boards for interior use,'Dämmstoffe' / 'Blähperlit' / 'Platten','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,140.0,,,,,,,534.9427845,,,,,,,,,,,,0.0461205,0.6503568,19.4672429,,0.6880268,554.0248118,555.1065046
e3dce4ce-b205-41b0-a033-ca8c6b1eaed0,Expanded shale,'Mineralische Baustoffe' / 'Zuschläge' / 'Blähschiefer','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,600.0,,,,,,,0.3718228,,,,,,,,,,,,,,,,0.0003141,0.3714424,0.3718228
1d1b24a0-3a43-458e-8be7-6bc8aabe4f41,Extension module 90 30 / 90 31,'Gebäudetechnik' / 'Elektro' / 'Sicherungs- und Schaltschränke','DIN EN 15804+A2' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20210195-CBA2-EN,1,pcs.,,,,,0.192,,,,2.381,,,0.013,0.067,,,,,,167.15,,0.0,0.0004342,0.112,0.0001885,0.3317407,169.2306023,169.7236227
13146ba0-9cca-46b7-820d-d24c01fb81dc,Extension module 90 43,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Edelstahlbeschläge','DIN EN 15804+A2' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20210197-CBA2-EN,1,pcs.,,,,,6.89,,,,3.406,,,0.01,0.076,,,,,,95.862,,0.0,0.0004639,0.106,0.00019,0.3745138,98.9426323,99.4606539
d37c88c8-5053-471c-b233-90fdee78044b,Exterior door - VFF - Aluminium exterior door with light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-ALT-1000,1,qm,36.3,,0.09,,,,,,228.49,,,1.54,11.71,,,,,,,,0.0,0.25,12.73,0.18,-1.633448,256.35,254.9
27324576-c801-4546-86a8-235406efed22,Exterior door - VFF - Aluminium exterior door without light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-ALT-1000,1,qm,29.19,,0.09,,,,,,261.4,,,1.3,11.28,,,,,,,,0.0,0.3,15.61,0.0269,-1.667994,291.4369,289.9169
621a52d8-4cad-4f0a-af43-60cebebb3f0c,Exterior door - VFF - PVC exterior door with light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Kunststoff','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-KST-1000,1,qm,39.85,,0.09,,,,,,90.25,,,1.93,4.12,,,,,,,,0.0,0.22,9.67,0.38,-0.31082,106.73,106.57
efe61c5a-ff60-4c5c-ba33-8b2dc2a4523a,Exterior door - VFF - PVC exterior door without light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Kunststoff','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-KST-1000,1,qm,24.87,,0.09,,,,,,72.17,,,1.39,4.12,,,,,,,,0.0,0.19,16.91,0.12,-0.200092,95.03,94.9
54a4dad1-bc25-4384-acf4-87ed9bab0026,Exterior door - VFF - Steel exterior door with light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-TUE-1000,1,qm,54.94,,0.09,,,,,,120.81,,,2.45,0.29,,,,,,,,0.0,0.5,29.79,0.34,0.37144,153.66,154.18
55188b3d-4041-4fb7-b0ac-a558e5e49fc0,Exterior door - VFF - Steel exterior door without light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-TUE-1000,1,qm,58.91,,0.09,,,,,,192.0,,,2.57,0.27,,,,,,,,0.0,0.67,21.48,0.12,0.262856,216.71,217.11
1c6370f1-55b2-4896-b2f2-f4eb3becfe76,Exterior door - VFF - Wood exterior door with light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-HOT-1000,1,qm,46.67,,0.09,,,,,,51.92,,,1.82,9.64,,,,,,,,0.0,0.34,43.98,0.29,-5.54439,113.31,107.99
e61b6f47-1aad-499e-b2a7-25d4184da7b8,Exterior door - VFF - Wood exterior door without light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-HOT-1000,1,qm,28.92,,0.09,,,,,,9.86,,,1.23,8.62,,,,,,,,0.0,0.31,50.28,0.0149,-9.0207145,79.1849,70.3149
46f3f864-5fea-4136-ab5c-a54f7ef1479b,Exterior door - VFF - Wood-aluminium exterior door with light cut-out,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2',RER,Verband Fenster + Fassade,M-EPD-HMT-1000,1,qm,48.9,,0.09,,,,,,94.32,,,1.72,8.8,,,,,,,,0.0,0.35,33.19,0.24,-12.150413,287.1306,138.62
d57300ee-720d-435f-a68f-13e0fc2a5ed4,Exterior wall cladding - AGROB Buchtal GmbH - KeraTwin ceramic facade system,'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden','EN 15804+A2',DE,AGROB Buchtal GmbH,EPD-KFA-84.0,1,qm,31.8,,,,,,0.0,,22.68,,,,0.16,,,,,,,,0.0,0.12,0.1,0.046,0.062437,23.028,23.106
6d16dafc-0a4b-496a-9f3f-39c066bc0401,External thermal insulation composite system EPS with rail fastening,'Dämmstoffe' / 'Wärmedämmverbundsystem' / 'Wärmedämmverbundsystem','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,14.848,,,,,,,,26.0930332,,,,,,,,,,,,,0.0687909,,0.3348547,-0.987785,27.4518782,26.4966789
c4ddfdbc-ee2b-4dd5-a754-b317cf06470a,Extruded polystyrene (XPS),'Dämmstoffe' / 'Extrudiertes Polystyrol (XPS)' / 'XPS weiß','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,32.0,,,,,,,102.0194701,,,,,,,,,,,,,0.1363229,118.126267,,0.4366495,219.813194,220.28206
2b928ab3-2188-41ff-ba5c-ca092e4a7391,FAAC A952 Drive for swing doors,'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch','DIN EN 15804+A2' / 'ISO 14025',IT,FAAC S.p.A. Soc. Unipersonale,EPD-FAA-20220003-CBB1-EN,1,pcs.,,,,,,,,,66.0,,,1.98,1.84,,,,,,282.0,,0.0,0.153,-0.267,0.134,2.588511,348.5954,351.84
00fe2655-02ad-4ded-925a-af9b8f1a27c8,FASBA e.V. Baustroh 100 kg/m³ GaBi - 2024,'Dämmstoffe' / 'Stroh' / 'Strohballen','EN 15804+A2 (EF 3.1)' / 'ISO 14025',DE,FASBA e.V.,BAU-EPD-2024-1-GaBi-Baustroh,1,m3,,100.0,,,,,,,-129.3847585,,,2.1034894,1.5470418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094852,151.8598599,0.0,149.412658,28.6886255,27.1351178
7c5654ac-1b7a-48b3-8173-9e29ef5dd656,FFB-ES Plus,'Kunststoffe' / 'Dichtmassen' / 'Acrylat','DIN EN 15804+A2' / 'ISO 14025',RER,fischerwerke GmbH & Co. KG,EPD-DBC-FIW-20230413-IBF1-EN,1,kg,,1.57,,,,,,,1.3199,,,0.0511,0.173,,,,,,,,0.000279,0.0124,0.945,,0.5505324,1.944266,2.501679
ceffefa2-299b-49d8-b9a6-4f759a546271,FFB-VS,'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle','DIN EN 15804+A2' / 'ISO 14025',RER,fischerwerke GmbH & Co. KG,EPD-FIW-20230532-CBA1-DE,1,m3,,90.0,,,,,,,145.3847502,,,,,,,,,,,,0.0,0.4743007,0.0,15.7312168,0.0916525,162.8378813,161.5902676
fbde9f28-e9d8-4300-9b21-dea035f5bc15,FIRE-RESISTANT PLASTERBOARD / Tool,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Gipsplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Bundesverband der Gipsindustrie e.V.,EPD-BVG-20210343-IBE1-DE,1,qm,10.0,800.0,0.0125,,,,,,1.1695968,,,0.115681,0.0010112,,,,,,,,0.0,0.0628701,0.6918444,0.0,-0.4430754,3.3063742,2.0410035
1b39b1f7-93da-484b-b2f7-2a9d4283e1c2,FIS EM Plus,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton','DIN EN 15804+A2' / 'ISO 14025',EU-27,fischerwerke GmbH & Co. KG,EPD-FIW-20230530-CBA1-DE,1,kg,,1.54,,,,,,,4.5934431,,,,,,,,,,,,0.0010739,0.0044096,0.0,0.0148513,0.0568274,4.5555116,4.6137779
27be4608-2d43-4ad6-b168-d6b2dfcfbaea,FIS V Zero,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton','DIN EN 15804+A2' / 'ISO 14025',EU-27,fischerwerke GmbH & Co. KG,EPD-FIW-20230531-CBA1-DE,1,kg,,1.75,,,,,,,2.3596828,,,,,,,,,,,,0.0010739,0.0086312,0.0,0.0148513,-0.0007493,2.3838453,2.3842392
f27b04a9-2fa2-4ac2-8c5f-03addd0a643a,FOAMGLAS® F,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200301-IBA1-EN,1,kg,,165.0,,,,,,,1.45,,,0.0291,0.0899,,,,,,,,0.000647,0.00235,0.0,0.0152923,0.0215003,1.56378,1.5872893
f0b20a40-b4cb-4c34-9f2e-145e3d9af024,FOAMGLAS® S3,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200302-IBA1-EN,1,kg,,130.0,,,,,,,1.438,,,0.0297,0.1236,,,,,,,,0.00065,0.00236,0.0,0.0153,0.0271203,1.58378,1.60961
f8ff7cbf-f3bb-4499-95e2-8268dd84fab1,FOAMGLAS® T3+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200300-IBB1-EN,1,kg,,100.0,,,,,,,1.4536,,,0.0296,0.123,,,,,,,,0.000647,0.00235,0.0,0.01529,0.0392071,3.2118,1.624487
c93da4c3-94c9-4c86-b092-610cf1cf012f,FOAMGLAS® T4+,'Dämmstoffe' / 'Schaumglas' / 'Platten','DIN EN 15804+A2' / 'ISO 14025',RER,Pittsburgh Corning Europe NV,EPD-PCE-20200299-IBB1-EN,1,kg,,115.0,,,,,,,1.43,,,0.0296,0.1211,,,,,,,,0.000616,0.00235,0.0,0.0153,0.0241076,1.58076,1.598966
df203422-7c1f-4a6d-bf39-a689da9c6d8f,FRENCH COUTURE - tufted carpet,'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge','DIN EN 15804+A2' / 'ISO 14025',RER,Balsan Moquette,EPD-BAL-20220236-CCA1-EN,1,qm,2.46,308.0,0.009,,,,,,4.522,,,0.1486,0.88718,0.0,0.4156,,,,,,0.0,0.008349,4.216,0.1726,-0.1582188,14.574597,10.370329
6984ad83-e349-4403-8e07-0d95195bc1d0,Fabric Tape,'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,Uzin Utz SE,EPD-UZI-20230498-IBC1-EN,1,qm,0.348,,0.0003,,,,,,0.7108747,,,0.014454,0.19866,,,,,,,,0.0,0.0004767,0.27752,,0.124193,1.0690632,1.2019854
1a365e34-0b95-4c5c-973d-11a038eb7414,Facade clinker,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,2000.0,,,,,,,557.3967942,,,,,,,,,,,,0.6042793,8.5201816,14.2070958,,0.7776475,579.0196847,580.7283509
1401638f-b9d7-4b33-9444-b072e2756f49,Facing brick,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,1800.0,,,,,,,555.2031982,,,,,,,,,,,,0.5929774,8.3617304,13.9436599,,0.69349,576.4927042,578.1015658
127a23f5-d954-41c9-8f8a-ecca18aca691,Facing bricks,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel','DIN EN 15804+A2' / 'ISO 14025',DE,Bundesverband der Deutschen Ziegelindustrie e.V.,EPD-BDZ-20230091-ICG1-DE,1,qm,159.0,1700.0,0.071,,,,,,27.651,,,1.52,0.441,,,,,,,,0.0975,0.261,0.387,0.141,0.201484,30.224,30.4985
8ede9ece-bea3-493d-bc17-ccca81ae897c,Fassadenanker Isolink®,'Dämmstoffe' / 'Wärmedämmverbundsystem' / 'WDVS-Dübel','DIN EN 15804+A2' / 'ISO 14025',RER,Schöck Bauteile GmbH,EPD-SBG-20200239-IBA1-DE,1,kg,,,,,,,,,2.84,,,,0.0249,,,,,,,,,0.00189,0.0404,0.00822,0.0163765,2.8958266,2.91541
3fa36a6b-6dce-428e-b622-9a7521ee97ea,Fastening solutions for external thermal insulation composite systems,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen','DIN EN 15804+A2' / 'ISO 14025',RER,EJOT BAUBEFESTIGUNGEN GmbH,EPD-EJO-20210060-IBD1-DE,not available,,,,,,,,,,0.811,,,,,,,,,,,,0.00257,0.00126,0.000526,0.00437,-4e-07,0.819682,0.819726
25295071-852e-4b85-be91-f9901c0a4f7b,Fastening systems for rear-ventilated curtain wall facades,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen','DIN EN 15804+A2' / 'ISO 14025',RER,EJOT BAUBEFESTIGUNGEN GmbH,EPD-EJO-20210061-IBD1-DE,not available,,,,,,,,,,0.671,,,,,,,,,,,,0.00256,0.000895,0.000341,0.00221,0.0,0.675976,0.677006
0e9fd868-9656-489e-be6c-8251b3d43283,Façades - Moeding Keramikfassaden GmbH - Alphaton,'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Element-Fassaden','EN 15804+A2',DE,Moeding Keramikfassaden GmbH,EPD-MFA-48.0,1,qm,52.95,,0.03,,,,,,43.46,,,0.39,2.78,,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.58,0.76,0.353833,50.8205,51.2818
3c582662-b61f-4898-8600-b6256c84fbdb,Façades - Moeding Keramikfassaden GmbH - Longoton,'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Element-Fassaden','EN 15804+A2',DE,Moeding Keramikfassaden GmbH,EPD-MFA-48.0,1,qm,46.76,,0.04,,,,,,37.76,,,0.35,2.45,,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.16,0.67,0.3213,44.2505,44.6718
7afae41d-9b38-407f-a454-7451f572bf92,Façades - heroal-Johann Henkenjohann GmbH & Co. KG - C50 (EN 15804+A2),'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Pfosten-Riegel-Fassaden','EN 15804+A2',DE,heroal-Johann Henkenjohann GmbH Co. KG,M-EPD-HFA-38.000,1,qm,39.58,,0.333,,,,,,182.46,,,9.38,1.16,,140.16,0.0,0.0,161.12,0.0,0.0,0.37,1.64,4.43,0.38,1.21659,499.21,501.1
178c0782-53a4-4933-8e1c-593d6f256ec2,FiAM Plus,'Kunststoffe' / 'Dichtmassen' / 'Acrylat','DIN EN 15804+A2' / 'ISO 14025',RER,fischerwerke GmbH & Co. KG,EPD-DBC-FIW-20230414-IBF1-EN,1,kg,,1.68,,,,,,,1.3199,,,0.0511,0.173,,,,,,,,0.000279,0.0124,0.945,,0.5505324,1.944266,2.501679
161e1abd-fe38-45f6-8658-8bf4fa88eb7c,Fibre cement facade panel,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Faserzement','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,,1300.0,,,,,,,7.3125364,,,,,,,,,,,,,0.0553812,,1.6894207,0.0312728,9.0154201,9.0573382
136ac6b0-6973-472a-9eff-661911eaecd1,Fibrolith® 2-layer panels made of mineral-bonded wood wool and mineral wool insulation,'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fibrolith Dämmstoffe GmbH,EPD-FIB-20230461-IBC1-DE,1,qm,14.6,,0.084,,,,,,13.3561731,,,,0.100509,-1.45,,,,,,,0.0,0.1392737,0.0,3.8403156,-0.0011058,15.9764749,15.9862715
d673e926-417a-4aca-ab93-a60b8130cbf9,Fibrolith® lightweight panels/stable ventilation panels,'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fibrolith Dämmstoffe GmbH,EPD-FIB-20230462-IBC1-DE,1000,kg,,350.8,,,,,,,-102.0924308,,,,22.5227051,-205.8,,,,,,,0.0,9.2425244,935.3230473,0.0,0.0067398,657.7928586,659.195846
d654ea26-a0aa-4361-b01e-9281038f6a27,Fibrolith® mineral-bonded wood wool panels (mono-panels of building materials class A2),'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fibrolith Dämmstoffe GmbH,EPD-FIB-20230464-IBC1-DE,1000,kg,,494.4,,,,,,,146.9794864,,,,20.3294895,-254.8,,,,,,,0.0,9.4814984,753.8680023,0.0,-0.0,674.6779247,675.8584766
3686129f-7ba6-48b5-bb4d-879455ad1bc2,Fibrolith® mineral-bonded wood wool panels (mono-panels of building materials class B1),'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten','DIN EN 15804+A2' / 'ISO 14025',DE,Fibrolith Dämmstoffe GmbH,EPD-FIB-20230463-IBC1-DE,1000,kg,,350.8,,,,,,,-100.1178411,,,,19.9704303,-205.8,,,,,,,0.0,9.2425244,935.3230473,0.0,-0.0037869,657.2324996,658.6181609
ee525479-d58b-4e87-b7ea-38d73e41807f,Film Tapes,'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe','DIN EN 15804+A2' / 'ISO 14025',RER,Uzin Utz SE,EPD-UZI-20230496-IBC1-EN,1,qm,0.277,,0.0003,,,,,,0.7205754,,,0.0127397,0.1934586,,,,,,,,0.0,0.0004071,0.23701,,0.1215296,1.0374657,1.1641908
32e972c7-11cd-429a-b21b-435b059a8375,Fine Fissured Hi NRC,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',CN,Knauf Ceiling Solutions GmbH & Co. KG,EPD-KNA-20240027-IBI1-EN,1,qm,4.51,,0.02,,,,,,21.017281,,,,,,,,,,,,0.0,0.0141318,0.0,1.2199853,0.010349,22.2251724,22.251398
369ec7dc-5efa-4738-8a22-c085ff2737de,Finger protection systems - athmer oHG - Finger protection roller blind,"'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Fingerschutzsysteme'",'EN 15804+A2',DE,athmer oHG,EPD-FSS-87.0,1,m,,,,1.2,,,0.00373,,9.87,,,0.0575,0.0957,,,,,,,,0.0,0.0104,0.2,0.00184,-0.06949,10.25434,10.23544
cc4a3242-6d33-449f-8392-18e75e51ec1c,Finger protection systems - athmer oHG - Integrated finger protection system,"'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Fingerschutzsysteme'",'EN 15804+A2',DE,athmer oHG,EPD-FSS-87.0,1,m,,,,3.57,,,0.0,,23.52,,,0.11,0.85,,,,,,,,0.0,0.0309,0.72,0.00456,-0.2818474,25.50386,25.23546
