ID,Name,Category,Conformity,Laenderkennung,Declaration owner,Registrierungsnummer,Bezugsgroesse,Reference,Flaechengewicht (kg/m2),Density (kg/m3),Schichtdicke (m),Laengengewicht (kg/m),Stueckgewicht (kg),Umrechungsfaktor auf 1kg,biogener Kohlenstoffgehalt in kg,GWPtotal (A1),GWPtotal (A1-A3),GWPtotal (A2),GWPtotal (A3),GWPtotal (A4),GWPtotal (A5),GWPtotal (B1),GWPtotal (B2),GWPtotal (B3),GWPtotal (B4),GWPtotal (B5),GWPtotal (B6),GWPtotal (B7),GWPtotal (C1),GWPtotal (C2),GWPtotal (C3),GWPtotal (C4),GWPbiogenic,GWPfossil,GWPtotal
8ac5659c-5918-41bb-966d-91efdd6c4e50,1.2.04Expanded clay sand,'Mineralische Baustoffe' / 'Zuschläge' / 'Blähton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,0.3750547,,,,,,,,,,,,,,,,0.0009017,0.373917,0.3750547
b822aa09-3cb6-49a3-98f6-a3ebf325a70b,1.3.02. Plan bricks (filled with polystyrene),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Ziegel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,605.0,,,,,,,284.2385327,,,,,,,,,,,,0.1873479,2.3033215,148.1932988,,0.6251548,433.6260252,434.9225008
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e,1.3.11. Roof tiles (concrete),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Dachsteine','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,42.0,,,,,,,,12.9764874,,,,,-3.17135,,,,,,,0.0136839,0.195107,1.7217821,,0.0133747,11.6741417,11.7357106
b3bb06b1-fefb-4e57-99ee-aa113000343b,1.3.16. Glass reinforcement grid,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Glasbausteine','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,0.16,,,,,,,,0.7207009,,,,,,,,,,,,,0.0007417,,0.0034552,0.0148631,0.7097455,0.7248979
5908f568-29cd-4387-9816-d3cb1b2cc577,1.4.05. Dispersion-based tile adhesives,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,2.4865008,,,,,,,,,,,,,0.0049952,,0.3861779,0.0271898,2.8481152,2.877674
625ab4fe-4c34-4f60-8259-3bc8ebdd119a,1.4.05. Epoxy resin mortar,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,4.9836051,,,,,,,,,,,,0.000214,0.0050307,1.6538991,,0.0708886,6.1278519,6.6427489
c5151e24-55fa-4748-862f-855ab913470f,1.4.05. Fibre-reinforced filling compound,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,1.6,,,,,,,,0.6211395,,,,,,,,,,,,,0.0046454,,0.0181214,0.0010833,0.6415896,0.6439063
29e0729d-13dd-496c-9f91-99d60b45c4e4,1m² of Type II technical textile,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','DIN EN 15804+A2' / 'ISO 14025',RER,Sioen Industries NV,EPD-SIO-20220324-IBJ1-EN,1,qm,0.9,,0.00075,,,,,4.1347022,,0.1180214,0.4036848,0.1778292,,,,,,,,,,0.0118553,,2.1316254,0.0002308,6.8472644,6.9777182
33c70403-553e-442c-ac5b-0ee86cceffd6,2.10.01 Loose wood-fiber insulation,'Dämmstoffe' / 'Holzfasern' / 'Holzfaserdämmplatte','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,70.0,,,,,,,-60.0543568,,,,,,,,,,,,,0.2384161,122.4965049,,12.9746651,49.4692841,62.6805642
121c71e8-0f4c-4529-b72e-331198d15f0f,2.2.01. EPS rigid foam insulation,'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS weiß','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,25.0,,,,,,,86.9290183,,,,,,,,,,,,,0.1065023,92.2861461,,0.4929676,178.7866731,179.3216667
414d0e5b-7628-466c-89d3-56e107b60aa6,2.20.01. Aerated concrete mineral insulation board,'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Porenbeton','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,115.0,,,,,,,174.4829846,,,,,-13.0453125,,,,,,,0.0376195,0.502838,6.0651929,,0.2190303,167.6657424,168.0433226
e45e2b55-a8c4-4037-bc7d-e3718c4e28f3,2.23.01. Straw insulation,'Dämmstoffe' / 'Stroh' / 'Strohballen','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m3,,100.0,,,,,,,-98.0263314,,,,,,,,,,,,,0.3405944,148.1183213,,-0.0072254,50.1367505,50.4325843
852b71e6-404e-4056-b87f-34686f292adc,"2.24.01. Vacuum panel, unlaminated",'Dämmstoffe' / 'Siliziumdioxid-basiert' / 'Vakuumisolationspaneele','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,4.5,,,,,,,,69.0633594,,,,,,,,,,,,,0.0209043,,0.29608,0.2219144,69.1156787,69.3803438
efb296ec-9a09-4344-99c7-faa3cc805541,2.25.01. Load-bearing thermal insulation elements,'Dämmstoffe' / 'Dämmelemente' / 'Tragende Wärmedämmelemente','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,m,,,,11.86,,,,,25.8767853,,,,,,,,,,,,0.0037703,0.0520346,2.1467721,,0.086638,27.9608547,28.0793624
bfa45a2b-0f25-4dea-b550-50f3d49a548f,2.7.01. Melamine-coated lightweight board,'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,643.0,,,,,,,-1.1612059,,,,,,,,,,,,,0.0034059,1.6220623,,0.0029479,0.4596824,0.4642623
27f20dc1-5529-4194-8a06-1ae5b7ba6a51,3- and 5-layer solid wood panel (German average),'Holz' / 'Holzwerkstoffe' / '3- und 5-Schichtplatten','EN 15804+A2' / 'EN 16485',DE,Thünen-Institut für Holzforschung,,1,m3,,510.45,,,,,219.94,-765.1012065,-659.0193069,31.4204872,74.6614123,,0.8710736,,,,,,,,,0.6724741,816.3871399,,-806.4283333,306.3204072,158.9113807
591b693f-8cfe-41fc-877d-68c730d9c31d,3.2.09. Wood Plastic Composite (WPC) decking board,'Holz' / 'Holzwerkstoffe' / 'Wood-Plastic-Composites','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,18.36,,,,,,,,4.506693,,,,,,,,,,,,9.68e-05,0.0742427,43.1847691,,0.0962169,47.6190657,47.7658016
14286caa-6bc1-4aa0-93d6-22d0f5b21195,3.3.01. Laminate (DPL),'Holz' / 'Holzböden' / 'Laminat','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,7.09,,,,,,,,-1.3158731,,,,,,,,,,,,,0.0285164,10.4185548,,0.0251307,9.0899851,9.1311981
d9bfad25-c581-4fe3-b5e3-171ddb59c808,4.3.03 Aluminium die-cast parts,'Metalle' / 'Aluminium' / 'Gussteile aus Aluminium','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,2700.0,,,,,,,11.3589216,,,,,,,,,,,,,0.0042601,0.0,,0.0531809,11.3077401,11.3631817
44eada3f-2004-48b9-8152-22cd045bc3cf,5.1.01. Dispersion plaster,'Beschichtungen' / 'Grundierungen' / 'Grundierungen Farben und Putze','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,0.8645883,,,,,,,,,,,,,0.0046386,,0.0298276,0.0036856,0.893847,0.8990545
85c48e5f-299c-463b-9aaf-da332a29dfe0,5.3.01. Plastic-modified bitumen thick coating,'Beschichtungen' / 'Bituminöse Anstriche' / 'Bitumenbeschichtungen','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,1.1889457,,,,,,,,,,,,7.41e-05,0.0045057,1.8173944,,0.006027,3.0032933,3.0109199
e23fcf3f-c4a6-4e45-a97b-e5db88aa5fa0,"5.8.02. Polyurethane-based reactive resin, aqueous, solvent-free",'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,4.6960621,,,,,,,,,,,,0.0001384,0.0042542,1.4633066,,0.0105411,6.1492788,6.1637613
2fbd1f22-2a0d-4dfb-bfa6-52a861d320f2,"6.2.02. Tufted carpet tiles (PA 6), LC3",'Kunststoffe' / 'Bodenbeläge' / 'Gummi-/Kautschuk-Bodenbeläge','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,4.8,,,,,,,,16.0419977,,,,,,,,,,,,0.0008955,0.0240942,7.3391416,,0.0277536,23.3693293,23.406129
a632df4b-08f4-4b10-95bc-73e92d7255b6,6.4.02. Polypropylene plastic profile with glass fibre components,'Kunststoffe' / 'Profile' / 'Kunststoffprofile elastisch','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,2.7088935,,,,,,,,,,,,9.06e-05,0.0040038,2.4607481,,0.0416256,5.130582,5.173736
2ad6cb2d-b8f4-49c0-8fa2-c24410927fb5,6.7.07. Polysulphide-based sealant,'Kunststoffe' / 'Dichtmassen' / 'Polysulfid','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,kg,,,,,,,,,3.9613165,,,,,,,,,,,,,0.0042322,,0.026568,0.0200178,3.9696675,3.9921168
15d41442-f7d9-46fb-9de4-0c7e68a88f69,7.6.01. Sectional garage door,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl','EN 15804+A2 (EF 3.1)',DE,Sphera Solutions GmbH,,1,qm,10.9,,,,,,,,35.5080919,,,,,,,,,,,,1.35e-05,0.0379543,2.2798261,,0.0288085,37.7727696,37.8258859
bbb23637-b4d8-4082-bb0a-f0e1710b9d28,76/105 Group door wooden with 17.5 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-243-EN,1,qm,42.12,,0.105,,,,,12.5,,4.69,16.3,,,,,,,,,,0.0,0.633,29.8,1.66,6.153242,59.4815,65.583
007c726a-b8ee-4b80-a57a-6c4fd54a0c17,76/105 Group door wooden with 17.5 kg wood frame with aluminium cladding,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-243-EN,1,qm,44.07,,0.105,,,,,54.7,,5.48,19.1,,,,,,,,,,0.0,0.648,30.7,1.66,6.264189,105.8213,112.288
221c969d-bd9f-42d4-976b-6ff3f19bf957,76/105 Group door wooden with 22.5 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-243-EN,1,qm,47.12,,0.115,,,,,5.33,,4.91,16.3,,,,,,,,,,0.0,0.733,37.6,2.09,5.983378,60.9436,66.963
7aa41d88-c83b-49bb-8acb-aa219cdeb224,76/105 Group door wooden with 22.5 kg wood frame with aluminium cladding,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-243-EN,1,qm,49.07,,0.115,,,,,47.5,,5.7,19.1,,,,,,,,,,0.0,0.748,38.5,2.09,6.094325,107.2933,113.638
a557450a-c269-4c05-8db0-295dd8b17f6d,76/105 Group window wooden with 15 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Holzfenster','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-240-EN,1,qm,40.42,,0.105,,,,,26.2,,5.1,24.4,,,,,,,,,,0.0,0.592,27.1,1.48,9.303873,75.4177,84.872
8a43b1f8-a737-4f4c-8eb8-813b6f919edc,76/105 Group window wooden with 25 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Holzfenster','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-240-EN,1,qm,50.42,,0.115,,,,,11.8,,5.54,24.4,,,,,,,,,,0.0,0.792,42.7,2.34,8.964145,78.4428,87.572
408815ac-3893-4913-8c9c-16753a643388,76/105 Group window wooden with aluminium cladding with 15 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Holz-Metallfenster','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-240-EN,1,qm,43.01,,0.105,,,,,63.8,,6.15,26.0,,,,,,,,,,0.0,0.609,27.2,1.48,9.615131,115.2764,125.239
43a3b19f-0b2b-4546-a360-a9535f852c0e,76/105 Group window wooden with aluminium cladding with 25 kg wood frame,'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Holz-Metallfenster','EN 15804+A2' / 'ISO 14025',RER,SIA ARBO Windows,EPD-ArboWindows-240-EN,1,qm,53.01,,0.115,,,,,49.4,,6.59,26.0,,,,,,,,,,0.0,0.808,42.8,2.34,9.275403,118.3115,127.938
bbb0e5c6-d9f2-4ad3-a633-671f67e7f91b,8600 and 8900 Series door closers,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen','DIN EN 15804' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20200384-CBD3-EN,1,pcs.,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0fdca580-3027-493d-a3c7-815758bac55d,A2-Betonpflaster- Standardstein grau mit Vorsatz,'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren','DIN EN 15804+A2' / 'ISO 14025',DE,"Betonverband Straße, Landschaft, Garten e.V.",EPD-SLG-20210055-CBE1-DE,1,qm,230.0,2300.0,0.1,,,230.0,,,25.0080078,,,,,,,,,,,,0.3527988,1.3331033,0.6155472,0.0,0.0343806,27.2507289,27.3094572
44a74a65-6425-4b98-9a9c-3f3a89c6a6e1,ACEFormer?,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158053-EN,1,qm,0.52,,0.00063,,,,,2.781191,,0.016125,3.6873875,0.0770206,0.5764861,,,,,,,,0.0681334,0.0135301,1.7500779,0.034574,0.1375154,8.8638493,9.0045256
a1adf5fa-1db4-4bf8-9e8b-4e944d8c2081,ACEGrid®,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158054-EN,1,qm,0.24,,0.0009,,,,,0.7232119,,0.0033919,0.1705731,0.0540499,0.2496753,,,,,,,,0.0681334,0.0035145,0.4545967,0.0089809,0.1480809,1.5860413,1.7361277
98775611-4588-49a7-b539-9beb7492fc4f,ACEMat?,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158056-EN,1,qm,0.27,,0.007,,,,,0.6639153,,8.93e-05,0.5949171,0.0502615,1.4654178,,,,,,,,0.0681334,0.0040763,0.5265734,0.0102619,0.0165155,3.3664989,3.3836459
cf001cae-092a-48a0-beda-bdc7eeb53418,ACETex® PET,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158168-EN,1,qm,0.32,,0.0007,,,,,0.3049383,,0.0052824,1.2515659,0.0208726,0.2412086,,,,,,,,0.0681334,0.0041597,0.5380504,0.0106295,0.0135558,2.4309068,2.4448409
ab3ceac3-3235-4c6f-b893-261a0735c8e0,ACETex® PP,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158058-EN,1,qm,0.23,,0.0007,,,,,0.728846,,0.0083635,0.2459246,0.0169053,0.178988,,,,,,,,0.0681334,0.0040921,0.5525904,0.0109168,0.0762699,1.7376765,1.8147601
72ea0b24-e04b-43df-b64f-a7f7f4e0f757,ACETube®,'Kunststoffe' / 'Folien und Vliese' / 'Technische Textilien','EN 15804+A2' / 'ISO 14025',TW,"Gold-Joint Industry Co., Ltd.",EPD-Kiwa-EE-158059-EN,1,qm,0.285,,0.00085,,,,,0.8172093,,0.0003487,0.0822438,0.0525925,0.1175505,,,,,,,,0.0681334,0.0047474,0.614066,0.0121313,0.0108963,1.7574992,1.769023
68f6b7a6-7c5f-4cfd-9056-832e06e9bf10,AF/ArmaFlex Class O insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200223-IBB1-EN,1,m3,,52.5,,,,52.5,,,165.0,,,1.1,64.6,,,,,,,,,0.25,136.0,,2.538205,363.389,366.95
3106ccac-01cc-467f-8bff-8a515c575928,AF/ArmaFlex Evo insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20220038-IBB1-EN,1,m3,,52.5,,,,,,,140.0,,,3.82,80.5,,,,,,,,,0.251,136.0,,1.222342,358.269,360.571
ada6f16c-96d9-48a3-a5fd-80f03fb45025,AF/ArmaFlex insulation for industrial and building installation,'Dämmstoffe' / 'Kautschuk' / 'Schaum','DIN EN 15804+A2' / 'ISO 14025',RER,Armacell GmbH,EPD-ARM-20200219-IBB1-EN,1,m3,,52.5,,,,52.5,,,194.0,,,3.82,81.8,,,,,,,,,0.25,136.0,,2.733595,411.759,415.87
306ce483-52f9-4f45-baf3-c4873f14d4f5,AL 401 Series Sliding Door Operator,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium','DIN EN 15804+A2' / 'ISO 14025',AU,dormakaba International Holding AG,EPD-DOR-20220259-CBA1-EN,1,pcs.,,,,,123.0,,,,796.823,,,1.078,2.02,,,,,,942.17,,0.0,0.529,9.4,0.132,0.9424487,1750.4,1752.152
74c0a5ae-2c1b-412f-8760-7d43da170d49,"ALPHA2, ALPHA1, ALPHA2 L, ALPHA1.1, ALPHA2.1, ALPHA2.2 (Cast Iron)",'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe','DIN EN 15804+A2' / 'ISO 14025',RER,Grundfos Holding A/S,EPD-GRU-20240021-CCD2-EN,1,pcs.,,,,,,,,,12.5,,,0.287,0.395,0.0,0.0,,,,14.5,0.0,0.0,0.0819,0.649,0.506,0.3738115,29.3953,28.9189
1e945704-b079-4b7f-b826-a6e44bba8a22,ALPOLIC?  Composites,'Metalle' / 'Aluminium' / 'Aluminiumbleche','EN 15804+A2' / 'ISO 14025',DE,Mitsubishi Polyester Film GmbH,EPD-Mitsubishi Polyester-307-EN (Rev.1_19.07.2023),1,qm,7.8,,0.004,,,,,15.7,16.6,0.645,0.316,,,,,,,,,,,,2.73,0.0563,-0.297919,36.3169,19.3863
b0544ff7-dd7c-46ac-b5e2-8530c52f7950,ALWI-S Profile System,'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium','DIN EN 15804+A2' / 'ISO 14025',DE,Systea GmbH,EPD-SYS-20220089-CBA1-DE,1,qm,1.85,,0.222,,,,,,7.974,,,0.0513,0.0,,,,,,,,0.0,0.00561,0.0803,0.0,0.0093179,8.10035,8.11121
98abfafd-b08c-4eb4-8d02-67d66e0ecc1d,"AMF ECOMIN & ARMSTRONG Basic Range, AMF THERMATEX & ARMSTRONG Standard Range (Pontalier)",'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',FR,Knauf Ceiling Solutions GmbH & Co. KG,EPD-KNA-20210114-IBD2-EN,1,qm,3.25,3.25,0.014,,,,,,3.2104333,,,0.0911234,0.2232937,,,,,,,,0.0,0.009694,0.0,0.6760278,-0.0017636,4.2086638,4.2105721
4c57ddb8-c44f-4865-9cd4-da650e240acd,AMF THERMATEX & ARMSTRONG Acoustic Range (Pontarlier),'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten','DIN EN 15804+A2' / 'ISO 14025',FR,Knauf Ceiling Solutions GmbH & Co. KG,EPD-KNA-20210115-IBD2-EN,1,qm,2.84,2.84,0.017,,,,,,3.8685003,,,0.0796278,0.2461108,,,,,,,,0.0,0.008471,0.0,0.4743043,-0.0206258,4.6944497,4.6770143
fe6655c6-d25c-4bbd-b3b0-aa574a3fa0b0,APOLLO G2 (PRACHT Industry GmbH),'Gebäudetechnik' / 'Elektro' / 'Beleuchtung','EN 15804+A2 (EF 3.1)' / 'ISO 14025',EU-27,PRACHT Industry GmbH,"EPD-Kiwa-EE-181105-EN, EPD-Kiwa-EE-192212-DE",1,pcs.,,,,,3.417,,,123.2366853,126.9932924,0.0886888,3.6679184,,,,,,,,3758.0898115,,0.0,0.0558161,6.0701748,0.0581662,108.1502671,3901.5409963,3891.267261
a2b5912b-baa6-470d-8af5-374979cd57af,AQUAPANEL® Cement Board Outdoor - Site Volos,'Komposite' / 'Systembauteile' / 'Aussenwände','DIN EN 15804+A2' / 'ISO 14025',GR,Knauf AQUAPANEL GmbH & Co. KG,EPD-USG-20220126-IAA1-EN,1,qm,16.0,1150.0,0.0125,,,,,3.73,,0.09,0.62,,,,,,,,,,0.01,0.1,0.0,0.23,0.0112071,4.77,4.78
09e1332a-b73f-4c7e-a698-4b9b5b40f4f4,"AQUAPANEL® Cement Board Rooftop 12,5 mm",'Komposite' / 'Systembauteile' / 'Decken','DIN EN 15804+A2' / 'ISO 14025',DE,Knauf AQUAPANEL GmbH & Co. KG,EPD-USG-20210120-IBA1-DE,1,qm,16.5,1150.0,0.0125,,,,,4.94,,0.05,0.29,,,,,,,,,,0.01,0.1,0.0,0.23,0.0093767,5.6,5.62
f83d4ab5-b65c-4cf1-b586-0942215c08ba,AQUAPANEL® Cement Board Rooftop 6 mm,'Komposite' / 'Systembauteile' / 'Decken','DIN EN 15804+A2' / 'ISO 14025',DE,Knauf AQUAPANEL GmbH & Co. KG,EPD-USG-20210121-IBA1-DE,1,qm,9.5,1250.0,0.006,,,,,3.09,,0.03,0.29,,,,,,,,,,0.01,0.06,0.0,0.13,0.0162379,3.58,3.61
a3f4ee73-7784-45ec-a1bd-90b7465647de,ARDEX A 828 COMFORT,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel','DIN EN 15804+A2' / 'ISO 14025',DE,ARDEX GmbH,EPD-ADX-20230247-IBA1-DE,1,kg,,1200.0,,,,,,,0.1840301,,,0.1200696,0.0133497,,,,,,,,0.0004761,0.0816473,,0.0351,0.0021848,0.4309185,0.4346728
9089d841-031a-4135-8c6e-4a83ec29f4a1,ARDEX K 22 F,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel','DIN EN 15804+A2' / 'ISO 14025',DE,ARDEX GmbH,EPD-ADX-20230536-IBA1-DE,1,kg,,1900.0,,,,,,,0.2263478,,,0.1200696,0.0077263,,,,,,,,0.0440436,0.0666386,,0.0165,0.006064,0.4738592,0.4813259
010d4841-6523-4c19-9b88-13325350d86c,ARDEX X 90,'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel','DIN EN 15804+A2' / 'ISO 14025',DE,ARDEX GmbH,EPD-ADX-20230537-IBA1-DE,1,kg,,1600.0,,,,,,,0.5934075,,,0.1200696,0.0102791,,,,,,,,0.0122536,0.0702407,,0.044,0.0042192,0.8443905,0.8502505
38444b37-76cb-4ae3-80af-9de49c2b0ea5,ARGUS AIR sensor barriers,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium','DIN EN 15804+A2' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20210315-CBA8-EN,1,pcs.,,,,,256.0,,,,1535.1777528,,,2.579652,63.0112021,,,,,,2309.0218921,,0.0,1.1212201,19.7031937,1.3388065,12.9607936,3914.7736521,3931.9537193
be53f630-c2a7-4292-8aca-a40ffe3b2ac7,ARGUS V60,'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium','DIN EN 15804+A2' / 'ISO 14025',GLO,dormakaba International Holding GmbH,EPD-DOR-20230101-CBA4-EN,1,pcs.,,,,,272.77,,,,617.46,,,2.386,27.221,,,,,,937.63,,0.0,1.126,19.703,1.335,2.379,1602.598,1606.861
6d9cf0c0-eec7-4c61-a8c1-f79914d7f4f6,ASSA ABLOY PULSE,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Stahlbeschläge','DIN EN 15804+A2' / 'ISO 14025',Europe,ASSA ABLOY Opening Solutions Sweden AB,EPD-ASA-20210013-ICB-EN,1,pcs.,,0.249,,,,,,,0.9602,,,,,,,,,,0.0,,0.0,0.000954,0.0384,0.00116,-0.0107759,1.009631,1.000714
d7df705a-67b8-4a9f-9f3f-6f94c7c79ad2,AWADUKT PP,'Kunststoffe' / 'Rohre' / 'Abwasserrohre','DIN EN 15804+A2' / 'ISO 14025',DE,REHAU Industries SE & Co. KG,EPD-REH-20240087-ICC1-DE,1,kg,,900.0,,,,,,,1.7451289,,,0.0404933,0.082256,0.0,0.1992591,,,,0.0,0.0,0.0013042,0.0066113,0.2462858,0.0677379,0.0365463,5.4816896,2.3890765
cb825b31-814c-44fd-bffe-e26589b6762c,AWASCHACHT nevoPP,'Kunststoffe' / 'Rohre' / 'Abwasserrohre','DIN EN 15804+A2' / 'ISO 14025',DE,REHAU Industries SE & Co. KG,EPD-REH-20240254-IBA1-DE,1,kg,,900.0,,,,,,,1.7540611,,,0.0405358,0.0823016,0.0,0.1787201,,,,0.0,0.0,0.040601,0.004294,0.2463392,0.0677526,0.0311845,5.5119881,2.4146054
20c24cbe-4c17-45f6-9539-144d43099b25,Access manager 92 00,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Kunststoffbeschläge','DIN EN 15804+A2' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20210193-CBA2-EN,1,pcs.,,,,,4.0,,,,5.92289,,,0.0172,0.102,,,,,,413.0,,,0.000782,0.22,6.87e-05,0.8991689,417.1663453,419.2629407
671a8c95-a3f8-4010-937e-c72940f66504,Access manager 92 30,'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Kunststoffbeschläge','DIN EN 15804+A2' / 'ISO 14025',DE,dormakaba International Holding GmbH,EPD-DOR-20210181-CBA2-EN,1,pcs.,,,,,0.923,,,,15.86446,,,0.0636,0.375,,,,,,413.0,,,0.00298,1.08,0.000405,0.8928567,428.257792,430.386445
