GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
3FSUdCYMP6oPsahVssyWlr,Pfosten rechteckig:Forster 60 x 90:4836694,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.4464,(P1) IFC Quantities,0.0646,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3FSUdCYMP6oPsahVssyWlq,Pfosten rechteckig:Forster 60 x 90:4836695,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.8646,(P1) IFC Quantities,0.1462,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
2VqMK1QCD9PgVOrAuJkRGW,Pfosten rechteckig:Forster 60 x 90:4850696,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.8821,(P1) IFC Quantities,0.1377,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
2VqMK1QCD9PgVOrAuJkRGH,Pfosten rechteckig:Forster 60 x 90:4850745,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.5637,(P1) IFC Quantities,0.0952,(P2) Bounding Box Surface,0.0042,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wDp,Pfosten rechteckig:ForsterUnico:3969937,IfcMember,Pfosten rechteckig:ForsterUnico,1.3351,(P1) IFC Quantities,0.0938,(P2) Bounding Box Surface,0.0048,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCY,Pfosten rechteckig:ForsterUnico:3969984,IfcMember,Pfosten rechteckig:ForsterUnico,1.3491,(P1) IFC Quantities,0.0945,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCd,Pfosten rechteckig:ForsterUnico:3969989,IfcMember,Pfosten rechteckig:ForsterUnico,0.5887,(P1) IFC Quantities,0.0413,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCa,Pfosten rechteckig:ForsterUnico:3969990,IfcMember,Pfosten rechteckig:ForsterUnico,0.5202,(P1) IFC Quantities,0.0364,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCk,Pfosten rechteckig:ForsterUnico:3969996,IfcMember,Pfosten rechteckig:ForsterUnico,1.3,(P1) IFC Quantities,0.091,(P2) Bounding Box Surface,0.0048,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCm,Pfosten rechteckig:ForsterUnico:3970002,IfcMember,Pfosten rechteckig:ForsterUnico,1.3541,(P1) IFC Quantities,0.0945,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCw,Pfosten rechteckig:ForsterUnico:3970008,IfcMember,Pfosten rechteckig:ForsterUnico,0.5513,(P1) IFC Quantities,0.0385,(P2) Bounding Box Surface,0.002,(P1) IFC Quantities
1AHwgHl7nAfvT06Yhh8wCx,Pfosten rechteckig:ForsterUnico:3970009,IfcMember,Pfosten rechteckig:ForsterUnico,0.5625,(P1) IFC Quantities,0.0392,(P2) Bounding Box Surface,0.002,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjN7,Pfosten rechteckig:ForsterUnico:3971750,IfcMember,Pfosten rechteckig:ForsterUnico,0.3313,(P1) IFC Quantities,0.0231,(P2) Bounding Box Surface,0.0012,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMb,Pfosten rechteckig:ForsterUnico:3971780,IfcMember,Pfosten rechteckig:ForsterUnico,0.5801,(P1) IFC Quantities,0.0406,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMa,Pfosten rechteckig:ForsterUnico:3971781,IfcMember,Pfosten rechteckig:ForsterUnico,0.8097,(P1) IFC Quantities,0.0567,(P2) Bounding Box Surface,0.0029,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMk,Pfosten rechteckig:ForsterUnico:3971791,IfcMember,Pfosten rechteckig:ForsterUnico,0.3376,(P1) IFC Quantities,0.0238,(P2) Bounding Box Surface,0.0012,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMr,Pfosten rechteckig:ForsterUnico:3971796,IfcMember,Pfosten rechteckig:ForsterUnico,1.3877,(P1) IFC Quantities,0.2584,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjM$,Pfosten rechteckig:ForsterUnico:3971806,IfcMember,Pfosten rechteckig:ForsterUnico,0.4724,(P1) IFC Quantities,0.0329,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMB,Pfosten rechteckig:ForsterUnico:3971818,IfcMember,Pfosten rechteckig:ForsterUnico,1.0146,(P1) IFC Quantities,0.0707,(P2) Bounding Box Surface,0.0038,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMA,Pfosten rechteckig:ForsterUnico:3971819,IfcMember,Pfosten rechteckig:ForsterUnico,0.2339,(P1) IFC Quantities,0.0161,(P2) Bounding Box Surface,0.0009,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMD,Pfosten rechteckig:ForsterUnico:3971820,IfcMember,Pfosten rechteckig:ForsterUnico,0.3121,(P1) IFC Quantities,0.0217,(P2) Bounding Box Surface,0.0011,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMC,Pfosten rechteckig:ForsterUnico:3971821,IfcMember,Pfosten rechteckig:ForsterUnico,0.5017,(P1) IFC Quantities,0.035,(P2) Bounding Box Surface,0.0018,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjMQ,Pfosten rechteckig:ForsterUnico:3971835,IfcMember,Pfosten rechteckig:ForsterUnico,0.001,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjHZ,Pfosten rechteckig:ForsterUnico:3971842,IfcMember,Pfosten rechteckig:ForsterUnico,0.3442,(P1) IFC Quantities,0.0238,(P2) Bounding Box Surface,0.0013,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjHY,Pfosten rechteckig:ForsterUnico:3971843,IfcMember,Pfosten rechteckig:ForsterUnico,1.266,(P1) IFC Quantities,0.0889,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjHe,Pfosten rechteckig:ForsterUnico:3971849,IfcMember,Pfosten rechteckig:ForsterUnico,1.5418,(P1) IFC Quantities,0.1078,(P2) Bounding Box Surface,0.0057,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjHr,Pfosten rechteckig:ForsterUnico:3971860,IfcMember,Pfosten rechteckig:ForsterUnico,1.5386,(P1) IFC Quantities,0.1078,(P2) Bounding Box Surface,0.0055,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjGW,Pfosten rechteckig:ForsterUnico:3971905,IfcMember,Pfosten rechteckig:ForsterUnico,1.3178,(P1) IFC Quantities,0.0924,(P2) Bounding Box Surface,0.0048,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjGf,Pfosten rechteckig:ForsterUnico:3971912,IfcMember,Pfosten rechteckig:ForsterUnico,1.3749,(P1) IFC Quantities,0.0959,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjGI,Pfosten rechteckig:ForsterUnico:3971955,IfcMember,Pfosten rechteckig:ForsterUnico,0.2407,(P1) IFC Quantities,0.0168,(P2) Bounding Box Surface,0.0009,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjJs,Pfosten rechteckig:ForsterUnico:3971991,IfcMember,Pfosten rechteckig:ForsterUnico,0.2894,(P1) IFC Quantities,0.0203,(P2) Bounding Box Surface,0.0011,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjJv,Pfosten rechteckig:ForsterUnico:3971992,IfcMember,Pfosten rechteckig:ForsterUnico,0.0463,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0.0001,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXjJ0,Pfosten rechteckig:ForsterUnico:3972001,IfcMember,Pfosten rechteckig:ForsterUnico,0.0304,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0.0001,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXj2e,Pfosten rechteckig:ForsterUnico:3973065,IfcMember,Pfosten rechteckig:ForsterUnico,1.3197,(P1) IFC Quantities,0.0924,(P2) Bounding Box Surface,0.0048,(P1) IFC Quantities
2Zo2uNrkP68PIXEccqXkw0,Pfosten rechteckig:ForsterUnico:3973601,IfcMember,Pfosten rechteckig:ForsterUnico,0.0254,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0.0001,(P1) IFC Quantities
0I_hNK391FKfnTJcWQZz8f,Pfosten rechteckig:ForsterUnico:4003235,IfcMember,Pfosten rechteckig:ForsterUnico,0.2042,(P1) IFC Quantities,0.014,(P2) Bounding Box Surface,0.0007,(P1) IFC Quantities
1ESHszmiv6qQfb19n3AIja,Pfosten rechteckig:ForsterUnico:4088921,IfcMember,Pfosten rechteckig:ForsterUnico,0.228,(P1) IFC Quantities,0.0161,(P2) Bounding Box Surface,0.0008,(P1) IFC Quantities
1Z7ZVubED0Ygh$uglBITWN,Pfosten rechteckig:ForsterUnico:4219449,IfcMember,Pfosten rechteckig:ForsterUnico,0.6186,(P1) IFC Quantities,0.0434,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
1Z7ZVubED0Ygh$uglBITXe,Pfosten rechteckig:ForsterUnico:4219450,IfcMember,Pfosten rechteckig:ForsterUnico,0.142,(P1) IFC Quantities,0.0098,(P2) Bounding Box Surface,0.0005,(P1) IFC Quantities
29coXPimf8_vhlGdo1Udfu,Pfosten rechteckig:ForsterUnico:4288629,IfcMember,Pfosten rechteckig:ForsterUnico,0.3821,(P1) IFC Quantities,0.0266,(P2) Bounding Box Surface,0.0014,(P1) IFC Quantities
3YKBhkWwb4u8C2e9BNd6Ug,Pfosten rechteckig:ForsterUnico:4290176,IfcMember,Pfosten rechteckig:ForsterUnico,0.2435,(P1) IFC Quantities,0.0168,(P2) Bounding Box Surface,0.0009,(P1) IFC Quantities
3YKBhkWwb4u8C2e9BNd6Ue,Pfosten rechteckig:ForsterUnico:4290178,IfcMember,Pfosten rechteckig:ForsterUnico,0.6847,(P1) IFC Quantities,0.0476,(P2) Bounding Box Surface,0.0025,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1_g,Pfosten rechteckig:ForsterUnico:4480246,IfcMember,Pfosten rechteckig:ForsterUnico,0.4667,(P1) IFC Quantities,0.0329,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1_h,Pfosten rechteckig:ForsterUnico:4480247,IfcMember,Pfosten rechteckig:ForsterUnico,0.8381,(P1) IFC Quantities,0.0588,(P2) Bounding Box Surface,0.0031,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1_a,Pfosten rechteckig:ForsterUnico:4480248,IfcMember,Pfosten rechteckig:ForsterUnico,0.2899,(P1) IFC Quantities,0.0203,(P2) Bounding Box Surface,0.001,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1vS,Pfosten rechteckig:ForsterUnico:4480256,IfcMember,Pfosten rechteckig:ForsterUnico,0.218,(P1) IFC Quantities,0.0154,(P2) Bounding Box Surface,0.0008,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1vT,Pfosten rechteckig:ForsterUnico:4480257,IfcMember,Pfosten rechteckig:ForsterUnico,0.2637,(P1) IFC Quantities,0.0182,(P2) Bounding Box Surface,0.001,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fy,Pfosten rechteckig:ForsterUnico:4481184,IfcMember,Pfosten rechteckig:ForsterUnico,0.0469,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0.0001,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2F_,Pfosten rechteckig:ForsterUnico:4481186,IfcMember,Pfosten rechteckig:ForsterUnico,0.1607,(P1) IFC Quantities,0.0112,(P2) Bounding Box Surface,0.0006,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fu,Pfosten rechteckig:ForsterUnico:4481188,IfcMember,Pfosten rechteckig:ForsterUnico,0.6771,(P1) IFC Quantities,0.0476,(P2) Bounding Box Surface,0.0025,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fw,Pfosten rechteckig:ForsterUnico:4481190,IfcMember,Pfosten rechteckig:ForsterUnico,0.2812,(P1) IFC Quantities,0.0196,(P2) Bounding Box Surface,0.001,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fx,Pfosten rechteckig:ForsterUnico:4481191,IfcMember,Pfosten rechteckig:ForsterUnico,0.6347,(P1) IFC Quantities,0.0441,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fh,Pfosten rechteckig:ForsterUnico:4481207,IfcMember,Pfosten rechteckig:ForsterUnico,0.3137,(P1) IFC Quantities,0.0217,(P2) Bounding Box Surface,0.0012,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fa,Pfosten rechteckig:ForsterUnico:4481208,IfcMember,Pfosten rechteckig:ForsterUnico,0.2992,(P1) IFC Quantities,0.021,(P2) Bounding Box Surface,0.0011,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fb,Pfosten rechteckig:ForsterUnico:4481209,IfcMember,Pfosten rechteckig:ForsterUnico,0.3794,(P1) IFC Quantities,0.0266,(P2) Bounding Box Surface,0.0014,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR2Fd,Pfosten rechteckig:ForsterUnico:4481211,IfcMember,Pfosten rechteckig:ForsterUnico,0.4816,(P1) IFC Quantities,0.0336,(P2) Bounding Box Surface,0.0018,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9tK,Pfosten rechteckig:ForsterUnico:4482741,IfcMember,Pfosten rechteckig:ForsterUnico,0.6543,(P1) IFC Quantities,0.0455,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9tN,Pfosten rechteckig:ForsterUnico:4482742,IfcMember,Pfosten rechteckig:ForsterUnico,0.1419,(P1) IFC Quantities,0.0098,(P2) Bounding Box Surface,0.0005,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9sK,Pfosten rechteckig:ForsterUnico:4482805,IfcMember,Pfosten rechteckig:ForsterUnico,1.3357,(P1) IFC Quantities,0.0938,(P2) Bounding Box Surface,0.0048,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9sO,Pfosten rechteckig:ForsterUnico:4482809,IfcMember,Pfosten rechteckig:ForsterUnico,1.4244,(P1) IFC Quantities,0.0994,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9Ar,Pfosten rechteckig:ForsterUnico:4483540,IfcMember,Pfosten rechteckig:ForsterUnico,0.0832,(P1) IFC Quantities,0.0056,(P2) Bounding Box Surface,0.0003,(P1) IFC Quantities
3Tl93bZh9AKvEk_k3O$1jF,Pfosten rechteckig:ForsterUnico:4702467,IfcMember,Pfosten rechteckig:ForsterUnico,0.5702,(P1) IFC Quantities,0.0399,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
3TexyOBQz6IRx8VM_d8uF0,Pfosten rechteckig:ForsterUnico:4703887,IfcMember,Pfosten rechteckig:ForsterUnico,0.1444,(P1) IFC Quantities,0.0098,(P2) Bounding Box Surface,0.0005,(P1) IFC Quantities
3Czyc1tjD2puG3JzcY5zH3,Pfosten rechteckig:ForsterUnico:4706302,IfcMember,Pfosten rechteckig:ForsterUnico,0.3814,(P1) IFC Quantities,0.0266,(P2) Bounding Box Surface,0.0012,(P1) IFC Quantities
3Czyc1tjD2puG3JzcY5yc3,Pfosten rechteckig:ForsterUnico:4706878,IfcMember,Pfosten rechteckig:ForsterUnico,0.194,(P1) IFC Quantities,0.0133,(P2) Bounding Box Surface,0.0006,(P1) IFC Quantities
3Kl5lzGIPF_xlGYlRAhKoI,Pfosten rechteckig:ForsterUnico:4790993,IfcMember,Pfosten rechteckig:ForsterUnico,1.8935,(P1) IFC Quantities,0.1323,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
3Kl5lzGIPF_xlGYlRAhKoH,Pfosten rechteckig:ForsterUnico:4790994,IfcMember,Pfosten rechteckig:ForsterUnico,0.3767,(P1) IFC Quantities,0.0266,(P2) Bounding Box Surface,0.0014,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc5z_,Pfosten rechteckig:ForsterUnico:4791818,IfcMember,Pfosten rechteckig:ForsterUnico,0.2108,(P1) IFC Quantities,0.0147,(P2) Bounding Box Surface,0.0007,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc6EA,Pfosten rechteckig:ForsterUnico:4793086,IfcMember,Pfosten rechteckig:ForsterUnico,1.8092,(P1) IFC Quantities,0.1267,(P2) Bounding Box Surface,0.0066,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc6EB,Pfosten rechteckig:ForsterUnico:4793087,IfcMember,Pfosten rechteckig:ForsterUnico,0.191,(P1) IFC Quantities,0.0133,(P2) Bounding Box Surface,0.0007,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH09IL,Pfosten rechteckig:ForsterUnico:4817150,IfcMember,Pfosten rechteckig:ForsterUnico,0.9054,(P1) IFC Quantities,0.1068,(P2) Bounding Box Surface,0.0032,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH094q,Pfosten rechteckig:ForsterUnico:4818271,IfcMember,Pfosten rechteckig:ForsterUnico,0.5645,(P1) IFC Quantities,0.0448,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH094B,Pfosten rechteckig:ForsterUnico:4818272,IfcMember,Pfosten rechteckig:ForsterUnico,0.1709,(P1) IFC Quantities,0.0119,(P2) Bounding Box Surface,0.0006,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH094C,Pfosten rechteckig:ForsterUnico:4818279,IfcMember,Pfosten rechteckig:ForsterUnico,0.4823,(P1) IFC Quantities,0.0336,(P2) Bounding Box Surface,0.0018,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH0943,Pfosten rechteckig:ForsterUnico:4818280,IfcMember,Pfosten rechteckig:ForsterUnico,0.8026,(P1) IFC Quantities,0.064,(P2) Bounding Box Surface,0.003,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH0944,Pfosten rechteckig:ForsterUnico:4818287,IfcMember,Pfosten rechteckig:ForsterUnico,0.8562,(P1) IFC Quantities,0.0688,(P2) Bounding Box Surface,0.003,(P1) IFC Quantities
0h2qpuXrj2OAX6$X8oEgOx,Pfosten rechteckig:ForsterUnico:4820905,IfcMember,Pfosten rechteckig:ForsterUnico,0.4923,(P1) IFC Quantities,0.0392,(P2) Bounding Box Surface,0.0018,(P1) IFC Quantities
0h2qpuXrj2OAX6$X8oEgO$,Pfosten rechteckig:ForsterUnico:4820909,IfcMember,Pfosten rechteckig:ForsterUnico,0.8429,(P1) IFC Quantities,0.1079,(P2) Bounding Box Surface,0.003,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S68T,Pfosten rechteckig:ForsterUnico:4827397,IfcMember,Pfosten rechteckig:ForsterUnico,0.5826,(P1) IFC Quantities,0.0522,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S6BU,Pfosten rechteckig:ForsterUnico:4827590,IfcMember,Pfosten rechteckig:ForsterUnico,1.2282,(P1) IFC Quantities,0.204,(P2) Bounding Box Surface,0.0045,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S61j,Pfosten rechteckig:ForsterUnico:4828021,IfcMember,Pfosten rechteckig:ForsterUnico,1.3301,(P1) IFC Quantities,0.221,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
1AGJhJqJnAaB8pmScNV9Ed,Pfosten rechteckig:ForsterUnico:4840692,IfcMember,Pfosten rechteckig:ForsterUnico,0.0125,(P1) IFC Quantities,0.0042,(P2) Bounding Box Surface,0,(P1) IFC Quantities
3UISmPpbfDwgqrpOhcboXD,Pfosten rechteckig:ForsterUnico:4842024,IfcMember,Pfosten rechteckig:ForsterUnico,0.1183,(P1) IFC Quantities,0.0084,(P2) Bounding Box Surface,0.0003,(P1) IFC Quantities
2AJR1OYK16BQ$aN7rbql0k,Pfosten rechteckig:ForsterUnico:4843403,IfcMember,Pfosten rechteckig:ForsterUnico,1.329,(P1) IFC Quantities,0.0931,(P2) Bounding Box Surface,0.0049,(P1) IFC Quantities
2VqMK1QCD9PgVOrAuJkRD_,Pfosten rechteckig:ForsterUnico:4850518,IfcMember,Pfosten rechteckig:ForsterUnico,1.5491,(P1) IFC Quantities,0.1085,(P2) Bounding Box Surface,0.0057,(P1) IFC Quantities
0iUB2DJgjFe9ApxSoIthty,Pfosten rechteckig:ForsterUnico:4851125,IfcMember,Pfosten rechteckig:ForsterUnico,0.5983,(P1) IFC Quantities,0.042,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
3PWHFytv17WhIUZKhS_$Ii,Pfosten rechteckig:ForsterUnico:4852264,IfcMember,Pfosten rechteckig:ForsterUnico,0.2704,(P1) IFC Quantities,0.0189,(P2) Bounding Box Surface,0.001,(P1) IFC Quantities
3PWHFytv17WhIUZKhS_$NF,Pfosten rechteckig:ForsterUnico:4852555,IfcMember,Pfosten rechteckig:ForsterUnico,0.5262,(P1) IFC Quantities,0.0371,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
245cPaHQH0cO3zXC4SJb15,Pfosten rechteckig:ForsterUnico:4853466,IfcMember,Pfosten rechteckig:ForsterUnico,0.189,(P1) IFC Quantities,0.0133,(P2) Bounding Box Surface,0.0007,(P1) IFC Quantities
1Et2c94TXFAwSKPeylnBH_,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser:6271776,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser,0.12,(P2) Bounding Box Length,0.0072,(P2) Bounding Box Surface,0.0004,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBH8,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht:6271766,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht,0.11,(P2) Bounding Box Length,0.0099,(P2) Bounding Box Surface,0.0007,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBMe,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer:6271734,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer,0.11,(P2) Bounding Box Length,0.0099,(P2) Bounding Box Surface,0.0007,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBHY,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser:6271804,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser,0.11,(P2) Bounding Box Length,0.0121,(P2) Bounding Box Surface,0.0011,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBGM,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser:6271816,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser,0.11,(P2) Bounding Box Length,0.0121,(P2) Bounding Box Surface,0.001,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBGC,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser:6271826,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser,0.13,(P2) Bounding Box Length,0.0143,(P2) Bounding Box Surface,0.0012,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBCG,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet:6272078,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet,0.11,(P2) Bounding Box Length,0.0033,(P2) Bounding Box Surface,0.0001,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBRW,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf:6271422,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,0.19,(P2) Bounding Box Length,0.0076,(P2) Bounding Box Surface,0.0003,(P2) COMPAS Brep
1ycSXaOB5BdhDf6IDXi78H,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf:6333056,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Rücklauf,0.19,(P2) Bounding Box Length,0.0076,(P2) Bounding Box Surface,0.0003,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBNF,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf:6271633,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,0.2,(P2) Bounding Box Length,0.008,(P2) Bounding Box Surface,0.0003,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBHq,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf:6271786,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:HEI - Vorlauf,0.12,(P2) Bounding Box Length,0.0048,(P2) Bounding Box Surface,0.0002,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBIk,Rohranschluss_Technikschnttelle_Nest:Kaltwasser:6271984,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Kaltwasser,0.11,(P2) Bounding Box Length,0.0033,(P2) Bounding Box Surface,0.0001,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBNx,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf:6271653,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf,0.19,(P2) Bounding Box Length,0.0095,(P2) Bounding Box Surface,0.0004,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBNl,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf:6271665,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf,0.19,(P2) Bounding Box Length,0.0095,(P2) Bounding Box Surface,0.0003,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBNY,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf:6271676,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf,0.19,(P2) Bounding Box Length,0.0114,(P2) Bounding Box Surface,0.0005,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBMR,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf:6271685,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf,0.19,(P2) Bounding Box Length,0.0114,(P2) Bounding Box Surface,0.0005,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBD2,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet:6272028,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet,0.11,(P2) Bounding Box Length,0.0033,(P2) Bounding Box Surface,0.0001,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBC2,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser:6272092,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser,0.11,(P2) Bounding Box Length,0.0022,(P2) Bounding Box Surface,0,(P2) COMPAS Brep
1YKyzAV3HA3hGaVYlxUqa8,Shell_V12:Shell_V12:5294566,IfcBuildingElementProxy,Shell_V12:Shell_V12,0,Not available,281.8965,(P3) Pset Quantities,11.5047,(P3) Pset Quantities
